,тин,махаля,код_махаля,область,район,сектор,coato,region_id,district_id
2172,202725070,МАЖМУНТОЛ,5820,Сурхандарьинская область,Шерабадский район,2,1722223,7,96
2173,202802205,МЕҲНАТОБОД,5821,Сурхандарьинская область,Шерабадский район,2,1722223,7,96
2174,202843811,ҲАКИМОБОД,5824,Сурхандарьинская область,Шерабадский район,2,1722223,7,96
2175,205008295,ШЕРОБОД,5839,Сурхандарьинская область,Шерабадский район,3,1722223,7,96
2176,202821031,ҚИШЛОҚБОЗОР,5831,Сурхандарьинская область,Шерабадский район,3,1722223,7,96
2177,203486868,ИСТИҚБОЛ,5829,Сурхандарьинская область,Шерабадский район,3,1722223,7,96
2178,202799067,ЧЎЙИНЧИ,5838,Сурхандарьинская область,Шерабадский район,3,1722223,7,96
2179,202798954,ХЎЖАҚИЯ-1,5837,Сурхандарьинская область,Шерабадский район,3,1722223,7,96
2180,204964873,ОҚ ТЕПА,5835,Сурхандарьинская область,Шерабадский район,3,1722223,7,96
2181,202843828,МЕҲРОБОД,5833,Сурхандарьинская область,Шерабадский район,3,1722223,7,96
2182,202797290,ҒАМБУР,5842,Сурхандарьинская область,Шерабадский район,4,1722223,7,96
2183,202777735,КАТТА ҲАЁТ,5845,Сурхандарьинская область,Шерабадский район,4,1722223,7,96
2184,202777774,ҚЎРҒОН,5846,Сурхандарьинская область,Шерабадский район,4,1722223,7,96
2185,203125983,ЧУВУЛЛОҚ,2725,Кашкадарьинская область,Кукдалинский район,3,1710240,3,47
2186,203681752,ТЕРАК-ТАГИ,530,Андижанская область,Андижанский район,2,1703203,0,1
2187,203683132,ЧЕМ,533,Андижанская область,Андижанский район,2,1703203,0,1
2188,203683053,ЧЎНГБОҒИЧ,9690,Андижанская область,Андижанский район,3,1703203,0,1
2189,203058133,ФАЙЗОБОД,1254,Андижанская область,Ходжаабадский район,3,1703236,0,13
2190,203058014,ОРДАЙ,1251,Андижанская область,Ходжаабадский район,3,1703236,0,13
2191,203057973,МАНАК,1249,Андижанская область,Ходжаабадский район,3,1703236,0,13
2192,207301500,МУСТАҚИЛЛИКНИНГ 27-ЙИЛЛИГИ,10913,Андижанская область,Ходжаабадский район,4,1703236,0,13
2193,203058054,ХИДИРША,1262,Андижанская область,Ходжаабадский район,4,1703236,0,13
2194,203055454,МУСТАХКАМ,1260,Андижанская область,Ходжаабадский район,4,1703236,0,13
2195,203055439,АНДИЖОН,1257,Андижанская область,Ходжаабадский район,4,1703236,0,13
2196,202853284,АЙРОНЧИ,428,Андижанская область,Алтынкульский район,1,1703202,0,0
2197,202853198,ЖАЛАБЕК,432,Андижанская область,Алтынкульский район,1,1703202,0,0
2198,202867021,КЎМАКАЙ,433,Андижанская область,Алтынкульский район,1,1703202,0,0
2199,202974554,ҚОВУНЧИ,1068,Андижанская область,Мархаматский район,3,1703227,0,10
2200,202977240,ЯНГИ ҲАЁТ,1071,Андижанская область,Мархаматский район,3,1703227,0,10
2201,202974578,ҚЎҒОНЧА,1076,Андижанская область,Мархаматский район,4,1703227,0,10
2202,202974561,БОБОХУРОСОН,1073,Андижанская область,Мархаматский район,4,1703227,0,10
2203,202987774,АЛИТЕПА,1072,Андижанская область,Мархаматский район,4,1703227,0,10
2204,204074525,КЎЛ БЎЙИ,617,Андижанская область,Балыкчинский район,4,1703206,0,2
2205,202286096,ЖАСОРАТ,614,Андижанская область,Балыкчинский район,4,1703206,0,2
2206,203640810,МАъРИФАТ,9453,Самаркандская область,Город Самарканд,4,1718401,6,179
2207,202948632,МАТОНАТ,9452,Самаркандская область,Город Самарканд,4,1718401,6,179
2208,202948807,МАЙСАЗОР,9451,Самаркандская область,Город Самарканд,4,1718401,6,179
2209,202950140,МАҚСУД ШАЙХЗОДА,9450,Самаркандская область,Город Самарканд,4,1718401,6,179
2210,202646748,ЛОҲУТИЙ,9449,Самаркандская область,Город Самарканд,4,1718401,6,179
2211,202948664,ИПАК ЙЎЛИ,9447,Самаркандская область,Город Самарканд,4,1718401,6,179
2212,202952960,ЗИЁЛИЛАР,9446,Самаркандская область,Город Самарканд,4,1718401,6,179
2213,202949931,ЁШЛАР,9444,Самаркандская область,Город Самарканд,4,1718401,6,179
2214,202950229,ГУЛЛАР БОҒИ,9442,Самаркандская область,Город Самарканд,4,1718401,6,179
2215,202684836,ГУЛБАҲОР,9441,Самаркандская область,Город Самарканд,4,1718401,6,179
2216,202686904,БОҒИ ЧИНОР,9440,Самаркандская область,Город Самарканд,4,1718401,6,179
2217,202666493,ХУМО,4234,Самаркандская область,Иштыханский район,1,1718212,6,73
2218,202680841,БЕШАРИҚ,4223,Самаркандская область,Иштыханский район,1,1718212,6,73
2219,202673786,БЕШКАПА,4224,Самаркандская область,Иштыханский район,1,1718212,6,73
2220,202724175,КУНЖУПАЙ,5178,Самаркандская область,Город Каттакурган,2,1718406,6,175
2221,202723952,КАТТАҚЎРҒОН,5185,Самаркандская область,Город Каттакурган,3,1718406,6,175
2222,202723944,УСМОН НОСИР,5187,Самаркандская область,Город Каттакурган,3,1718406,6,175
2223,202671852,ФАРОБИЙ,1340,Андижанская область,Город Андижан,4,1703401,0,195
2224,202589486,УЙҒУРОБОД,1339,Андижанская область,Город Андижан,4,1703401,0,195
2225,303965814,САФОИЙ,1338,Андижанская область,Город Андижан,4,1703401,0,195
2226,202679398,БИРЛИК,1324,Андижанская область,Город Андижан,4,1703401,0,195
2227,202733458,ҲЎТАН-АРИҚ,1343,Андижанская область,Город Андижан,4,1703401,0,195
2228,305018050,САДДА,1336,Андижанская область,Город Андижан,4,1703401,0,195
2229,202589193,ОЗОДЛИК,1334,Андижанская область,Город Андижан,4,1703401,0,195
2230,305231190,ҚУРҒОНТЕПА,10796,Кашкадарьинская область,Чиракчинский район,2,1710242,3,48
2231,207181374,ЯНГИҚУРИЛИШ,2728,Кашкадарьинская область,Чиракчинский район,2,1710242,3,48
2232,201748731,ҚАЛҚАМА,10795,Кашкадарьинская область,Чиракчинский район,2,1710242,3,48
2233,202782524,ЎЗБЕКИСТОН,2742,Кашкадарьинская область,Чиракчинский район,3,1710242,3,48
2234,206976524,ЧИЛЖИВУТ,2743,Кашкадарьинская область,Чиракчинский район,3,1710242,3,48
2235,206995461,ЯНГИҚИШЛОҚ,2746,Кашкадарьинская область,Чиракчинский район,3,1710242,3,48
2236,207254916,ИСТИҚЛОЛ,2733,Кашкадарьинская область,Чиракчинский район,3,1710242,3,48
2237,206981281,ДУРСУН,2731,Кашкадарьинская область,Чиракчинский район,3,1710242,3,48
2238,201748652,ҚАҲРАМОН,2734,Кашкадарьинская область,Чиракчинский район,3,1710242,3,48
2239,201748637,ПАХТАОБОД,2740,Кашкадарьинская область,Чиракчинский район,3,1710242,3,48
2240,206987961,ОҚТОШ,2761,Кашкадарьинская область,Чиракчинский район,4,1710242,3,48
2241,203084466,ОҚ ОЛТИН,2760,Кашкадарьинская область,Чиракчинский район,4,1710242,3,48
2242,201748763,ТОРЖИЛҒА,2763,Кашкадарьинская область,Кукдалинский район,4,1710240,3,47
2243,201748716,УЙШУН,2764,Кашкадарьинская область,Чиракчинский район,4,1710242,3,48
2244,203084474,АРАББАНДИ,2748,Кашкадарьинская область,Чиракчинский район,4,1710242,3,48
2245,203084331,ГУЛИСТОН,2753,Кашкадарьинская область,Кукдалинский район,4,1710240,3,47
2246,303275709,ҚУШ АҲХОР,2758,Кашкадарьинская область,Чиракчинский район,4,1710242,3,48
2247,200676142,ГУЛИСТОН,2211,Кашкадарьинская область,Гузарский район,1,1710207,3,37
2248,206730790,ОБОД,2278,Кашкадарьинская область,Дехканабадский район,3,1710212,3,38
2249,207182136,ТЕРАКЛИ,2281,Кашкадарьинская область,Дехканабадский район,3,1710212,3,38
2250,202368555,ГУМБУЛОҚ ,10514,Кашкадарьинская область,Дехканабадский район,3,1710212,3,38
2251,305751597,КАЛТАМИНОР,10511,Кашкадарьинская область,Дехканабадский район,3,1710212,3,38
2252,202308558,ЧАМБИЛ,2288,Кашкадарьинская область,Дехканабадский район,4,1710212,3,38
2253,307011344,ЗАВҚИЙ,10506,Кашкадарьинская область,Дехканабадский район,4,1710212,3,38
2254,201047006,БОШЧОРБОҒ,2284,Кашкадарьинская область,Дехканабадский район,4,1710212,3,38
2255,202308534,ҒЎРОТИ,2285,Кашкадарьинская область,Дехканабадский район,4,1710212,3,38
2256,207201823,БЕЛИБОЙЛИ,2282,Кашкадарьинская область,Дехканабадский район,4,1710212,3,38
2257,202330209,ЧИЛГАЗ,2290,Кашкадарьинская область,Дехканабадский район,4,1710212,3,38
2258,202817218,ТАБАССУМ-1,2887,Кашкадарьинская область,Город Карши,1,1710401,3,190
2259,202807618,ХЎЖАХИЁЛ,2904,Кашкадарьинская область,Город Карши,1,1710401,3,190
2260,202747305,ТАБАССУМ,2901,Кашкадарьинская область,Город Карши,1,1710401,3,190
2261,202807672,МАҲАЛЛОТ ,2898,Кашкадарьинская область,Город Карши,1,1710401,3,190
2262,202559064,МАҒЗОН,2897,Кашкадарьинская область,Город Карши,1,1710401,3,190
2263,202491088,ҚАРЛИҚБОҒОТ,2894,Кашкадарьинская область,Город Карши,1,1710401,3,190
2264,202817011,КАМАНДИ,2891,Кашкадарьинская область,Город Карши,1,1710401,3,190
2265,202822513,ГЕОЛОГ,2890,Кашкадарьинская область,Город Карши,1,1710401,3,190
2266,203041875,ҚАЙҚУОБОД,7835,Ферганская область,Узбекистанский район,1,1730230,11,143
2267,203674586,ТУЮЛ,7836,Ферганская область,Узбекистанский район,1,1730230,11,143
2268,303369219,ҚОРАТЕПА,7849,Ферганская область,Узбекистанский район,2,1730230,11,143
2269,203674594,АВҒОН,7842,Ферганская область,Узбекистанский район,2,1730230,11,143
2270,303376051,КАТТА ҚАЙНАР,7843,Ферганская область,Узбекистанский район,2,1730230,11,143
2271,203041890,ДЎСТЛИК,7846,Ферганская область,Узбекистанский район,2,1730230,11,143
2272,205506579,ЗИЁЛИЛАР,7848,Ферганская область,Город Коканд,2,1730405,11,188
2273,203904274,ЯЛТИРАБОТ,3077,Навоийская область,Навбахорский район,3,1712230,4,53
2274,203049610,УЧ ТУТ,3075,Навоийская область,Навбахорский район,3,1712230,4,53
2275,203032499,ХАЛОВАТ-ТЕПА,3076,Навоийская область,Навбахорский район,3,1712230,4,53
2276,203030414,ЯНГИ-КУЧ,3078,Навоийская область,Навбахорский район,3,1712230,4,53
2277,203047566,ЁШ КУЧ,3068,Навоийская область,Навбахорский район,3,1712230,4,53
2278,203030518,ЯНГИ ЙЎЛ,3085,Навоийская область,Навбахорский район,4,1712230,4,53
2279,203030501,ЎЗБЕКИСТОН,3084,Навоийская область,Навбахорский район,4,1712230,4,53
2280,203030533,ҚОРОВУЛТЕПА,3081,Навоийская область,Навбахорский район,4,1712230,4,53
2281,202866119,УШТОБЕ,2987,Навоийская область,Канимехский район,1,1712211,4,51
2282,202067202,САРЖАЛ,2988,Навоийская область,Канимехский район,2,1712211,4,51
2283,204013949,ДЎРМОН,7376,Ферганская область,Куштепинский район,4,1730206,11,134
2284,305478667,МУМТОЗ,9852,Ферганская область,Куштепинский район,4,1730206,11,134
2285,204006860,ХАЛҚОБОД,7377,Ферганская область,Куштепинский район,4,1730206,11,134
2286,202637330,БОҒОЛОНИ,10087,Самаркандская область,Пахтачийский район,2,1718230,6,79
2287,203030485,АРМИЖОН,3058,Навоийская область,Навбахорский район,2,1712230,4,53
2288,204371719,ДУЛДУР,490,Андижанская область,Андижанский район,1,1703203,0,1
2289,202547815,ШОШ ТЕПА,10724,город Ташкент,Юнусабадский район,2,1726266,9,108
2290,204341969,ҚЎҚОНЛИК,493,Андижанская область,Андижанский район,1,1703203,0,1
2291,203691559,ҚЎШАРИҚ,494,Андижанская область,Андижанский район,1,1703203,0,1
2292,203691534,НАЙМАНОБОД,499,Андижанская область,Андижанский район,1,1703203,0,1
2293,203345149,ОҚ РОВВОТ,501,Андижанская область,Андижанский район,1,1703203,0,1
2294,203691503,ХЎЖА,505,Андижанская область,Андижанский район,1,1703203,0,1
2295,203640408,ЮКСАЛИШ,509,Андижанская область,Андижанский район,1,1703203,0,1
2296,203683820,АЙЛАНПА,484,Андижанская область,Андижанский район,1,1703203,0,1
2297,203683077,ЗАНГИБОБО,516,Андижанская область,Андижанский район,2,1703203,0,1
2298,203683149,ҚОРАТУТ,520,Андижанская область,Андижанский район,2,1703203,0,1
2299,203681744,ҚЎШЧИНОР,523,Андижанская область,Андижанский район,2,1703203,0,1
2300,203683124,ГУМБАЗ,511,Андижанская область,Андижанский район,2,1703203,0,1
2301,203683156,ДАРХОН,512,Андижанская область,Андижанский район,2,1703203,0,1
2302,203683100,ОҒУЛЛИК,526,Андижанская область,Андижанский район,2,1703203,0,1
2303,203683164,БАҲОР,527,Андижанская область,Андижанский район,2,1703203,0,1
2304,202640004,БУЛОҚБОШИ,4792,Самаркандская область,Нурабадский район,4,1718235,6,81
2305,202639834,ОЛҒА,4795,Самаркандская область,Нурабадский район,4,1718235,6,81
2306,202640029,САҲОБА,4796,Самаркандская область,Нурабадский район,4,1718235,6,81
2307,202961981,ЮҚОРИ БЕШКАПА,4801,Самаркандская область,Ургутский район,1,1718236,6,82
2308,202818374,ПОЧВОН,4816,Самаркандская область,Ургутский район,1,1718236,6,82
2309,202818216,САНЧИҚУЛ,4817,Самаркандская область,Ургутский район,1,1718236,6,82
2310,202844612,ХОНЧОРБОГ,4928,Самаркандская область,Тайлякский район,2,1718238,6,83
2311,202844779,САРИОСИЁ,4935,Самаркандская область,Тайлякский район,3,1718238,6,83
2312,202980642,ЮҚОРИ РОВОТ,1047,Андижанская область,Мархаматский район,1,1703227,0,10
2313,203055518,ҲАСАНМЕРГАН,1042,Андижанская область,Мархаматский район,1,1703227,0,10
2314,202990890,ШОМАТ,1043,Андижанская область,Мархаматский район,1,1703227,0,10
2315,203055249,ДУРАФШОН,1033,Андижанская область,Мархаматский район,1,1703227,0,10
2316,202981356,КОНЧИЛАР,1034,Андижанская область,Мархаматский район,1,1703227,0,10
2317,202974467,ҲЎЖААРИҚ,1058,Андижанская область,Мархаматский район,2,1703227,0,10
2318,203024745,ГАР-ГАР,1048,Андижанская область,Мархаматский район,2,1703227,0,10
2319,202980666,ДУКЧИ ЕШОН,1049,Андижанская область,Мархаматский район,2,1703227,0,10
2320,205642743,МИРИШКОР,1053,Андижанская область,Мархаматский район,2,1703227,0,10
2321,202974546,ТОШ ЙЎЛИ,1055,Андижанская область,Мархаматский район,2,1703227,0,10
2322,202980627,ЕРШИ,1070,Андижанская область,Мархаматский район,3,1703227,0,10
2323,202987244,БОЗОРБОШИ,1061,Андижанская область,Мархаматский район,3,1703227,0,10
2324,207192789,ПОЛВОНОБОД,7698,Ферганская область,Риштанский район,2,1730224,11,140
2325,202871833,ГУЛИСТОН,7697,Ферганская область,Риштанский район,2,1730224,11,140
2326,202871896,ХОЖИ ҚИШЛОҚ,7692,Ферганская область,Риштанский район,2,1730224,11,140
2327,202872104,ЎЙРАТ,7723,Ферганская область,Риштанский район,3,1730224,11,140
2328,202871556,ДАШТ ПАНДИГОН,7706,Ферганская область,Риштанский район,3,1730224,11,140
2329,202871643,ГУЗАР,7707,Ферганская область,Риштанский район,3,1730224,11,140
2330,206975462,ПАСТКИ БУЛОҚБОШИ,7712,Ферганская область,Риштанский район,3,1730224,11,140
2331,202872071,ПАНДИГОН,7716,Ферганская область,Риштанский район,3,1730224,11,140
2332,202871532,НАВБАҲОР,7717,Ферганская область,Риштанский район,3,1730224,11,140
2333,202872088,ДАШТ ТЕГИРМОН,7719,Ферганская область,Риштанский район,3,1730224,11,140
2334,202871714,САРОЙ,7722,Ферганская область,Риштанский район,3,1730224,11,140
2335,202872111,ВОҲИМ,7729,Ферганская область,Риштанский район,4,1730224,11,140
2336,202724168,ҚЎШҲОВУЗ,5167,Самаркандская область,Город Каттакурган,1,1718406,6,175
2337,202853300,ҚЎШТЕПА,435,Андижанская область,Алтынкульский район,1,1703202,0,0
2338,202853094,МЕҲНАТ,436,Андижанская область,Алтынкульский район,1,1703202,0,0
2339,202867060,САДДА,439,Андижанская область,Алтынкульский район,1,1703202,0,0
2340,202853292,УЙҒУР,441,Андижанская область,Алтынкульский район,1,1703202,0,0
2341,202853142,САРОЙ,452,Андижанская область,Алтынкульский район,2,1703202,0,0
2342,202834767,МАМАЮСУФЧЕК,450,Андижанская область,Алтынкульский район,2,1703202,0,0
2343,202853134,АНДИЖОН,448,Андижанская область,Алтынкульский район,2,1703202,0,0
2344,203119104,БУЙРАК,7668,Ферганская область,Учкуприкский район,4,1730221,11,139
2345,203119111,ЯККАТУТ,7667,Ферганская область,Учкуприкский район,4,1730221,11,139
2346,203119246,ҚОРАЯНТОҚ,7664,Ферганская область,Учкуприкский район,4,1730221,11,139
2347,203119222,СОБИРЖОН,7663,Ферганская область,Учкуприкский район,4,1730221,11,139
2348,203119239,ЧАНГ,7662,Ферганская область,Учкуприкский район,4,1730221,11,139
2349,202689590,НАВР О ъ З,7660,Ферганская область,Учкуприкский район,4,1730221,11,139
2350,202689647,ТИНЧЛИК,7669,Ферганская область,Учкуприкский район,4,1730221,11,139
2351,203041789,БУЗУҚЎРҒОН,7827,Ферганская область,Узбекистанский район,1,1730230,11,143
2352,203673342,ҚЎРҒОНЧА,7828,Ферганская область,Узбекистанский район,1,1730230,11,143
2353,306170964,ЗИЁ НУРСУХ,10820,Ферганская область,Узбекистанский район,1,1730230,11,143
2354,203041772,БЕРУНИЙ,7821,Ферганская область,Узбекистанский район,1,1730230,11,143
2355,200189510,ПАСТКИ ҚЎРИҚ,7820,Ферганская область,Узбекистанский район,1,1730230,11,143
2356,304917570,НАМУНА,7831,Ферганская область,Узбекистанский район,1,1730230,11,143
2357,203042043,МЕВАЗОР,7832,Ферганская область,Узбекистанский район,1,1730230,11,143
2358,203041829,ДАХАНА ҚАҚИР,7834,Ферганская область,Узбекистанский район,1,1730230,11,143
2359,202657440,БЎРОНХЎЖА,4225,Самаркандская область,Иштыханский район,1,1718212,6,73
2360,202679778,ЧАҚАР,4235,Самаркандская область,Иштыханский район,1,1718212,6,73
2361,202657457,ЎЗБЕКИСТОН,4232,Самаркандская область,Иштыханский район,1,1718212,6,73
2362,202673762,СУҒОТ,4231,Самаркандская область,Иштыханский район,1,1718212,6,73
2363,202673730,РАВОТ,4229,Самаркандская область,Иштыханский район,1,1718212,6,73
2364,202654080,КЎКТЕПА ,4227,Самаркандская область,Иштыханский район,1,1718212,6,73
2365,202657512,ГУЛОБОД,4242,Самаркандская область,Иштыханский район,2,1718212,6,73
2366,202666478,ХОНАҚА,4252,Самаркандская область,Иштыханский район,2,1718212,6,73
2367,202673708,ТУПОР,4251,Самаркандская область,Иштыханский район,2,1718212,6,73
2368,202679761,ОДИЛ,4250,Самаркандская область,Иштыханский район,2,1718212,6,73
2369,202770849,МИРИШКОР,4248,Самаркандская область,Иштыханский район,2,1718212,6,73
2370,204024634,ГАРМДОН,7367,Ферганская область,Куштепинский район,3,1730206,11,134
2371,204011777,ДЕҲҚОНОБОД,7365,Ферганская область,Куштепинский район,3,1730206,11,134
2372,202871484,ҚОРАКАЛТАК,7361,Ферганская область,Куштепинский район,3,1730206,11,134
2373,202871477,ЛАНГАР,7360,Ферганская область,Куштепинский район,3,1730206,11,134
2374,204028937,ШОДЛИК,7359,Ферганская область,Куштепинский район,3,1730206,11,134
2375,204024641,БОРОТ,7358,Ферганская область,Куштепинский район,3,1730206,11,134
2376,204470279,КЎПРИКБОШИ,7369,Ферганская область,Куштепинский район,4,1730206,11,134
2377,202589218,НАМУНА,1333,Андижанская область,Город Андижан,4,1703401,0,195
2378,202673010,МАДАНИЯТ,1328,Андижанская область,Город Андижан,4,1703401,0,195
2379,203077538,ДЕҲҚОНОБОД,1327,Андижанская область,Город Андижан,4,1703401,0,195
2380,202847394,БОБУР,1325,Андижанская область,Город Андижан,4,1703401,0,195
2381,202828124,ҚУМГУЗАР,657,Андижанская область,Булакбашинский район,1,1703210,0,4
2382,202832864,ЧАНДИР,4625,Самаркандская область,Пастдаргомский район,4,1718227,6,78
2383,202832635,ПАРЧА ЧАНДИР,4617,Самаркандская область,Пастдаргомский район,4,1718227,6,78
2384,202832825,АҒРОН,4601,Самаркандская область,Пастдаргомский район,4,1718227,6,78
2385,207236842,ГУЛОБОД,4607,Самаркандская область,Пастдаргомский район,4,1718227,6,78
2386,202832833,ЖОУЛ ҚОСИМ,4609,Самаркандская область,Пастдаргомский район,4,1718227,6,78
2387,202832342,ЗАНГИБОЙИ,4610,Самаркандская область,Пастдаргомский район,4,1718227,6,78
2388,202832374,ҚУЙИ ДАРҒОМ,4612,Самаркандская область,Пастдаргомский район,4,1718227,6,78
2389,203213810,ЖЕВАЧИ,554,Андижанская область,Андижанский район,4,1703203,0,1
2390,203213874,ЗАВРОҚ,555,Андижанская область,Андижанский район,4,1703203,0,1
2391,203213866,ЖАХОНОБОД,553,Андижанская область,Андижанский район,4,1703203,0,1
2392,203213859,БУЮК ТУРОН,550,Андижанская область,Андижанский район,4,1703203,0,1
2393,203681680,ОТЧОПАР ,9698,Андижанская область,Андижанский район,4,1703203,0,1
2394,203681720,ГУЛИСТОН,9702,Андижанская область,Андижанский район,4,1703203,0,1
2395,205409872,БОҒБОН,4269,Самаркандская область,Иштыханский район,4,1718212,6,73
2396,202732902,ЖУРА МАХМУДОВ,4271,Самаркандская область,Иштыханский район,4,1718212,6,73
2397,202654026,ЗАРТЕПА,4273,Самаркандская область,Иштыханский район,4,1718212,6,73
2398,202679793,МИНГЛАР,4275,Самаркандская область,Иштыханский район,4,1718212,6,73
2399,202679785,МОХПАР,4277,Самаркандская область,Иштыханский район,4,1718212,6,73
2400,202680834,СОҲИБКОР,4278,Самаркандская область,Иштыханский район,4,1718212,6,73
2401,202673747,ШЕЙХЛАРКЕНТ,4282,Самаркандская область,Иштыханский район,4,1718212,6,73
2402,202673636,ЮҒОНТЕПА,4283,Самаркандская область,Иштыханский район,4,1718212,6,73
2403,306114145,ЗАРМИТАН,10094,Самаркандская область,Кошрабадский район,1,1718216,6,75
2404,203091180,ҚУВКАЛЛА,4358,Самаркандская область,Кошрабадский район,1,1718216,6,75
2405,203091276,ҚИЙҚИМ,4359,Самаркандская область,Кошрабадский район,1,1718216,6,75
2406,203091079,МАЙИНТЕПА,4361,Самаркандская область,Кошрабадский район,1,1718216,6,75
2407,203091284,ШОВАНА,4363,Самаркандская область,Кошрабадский район,1,1718216,6,75
2408,203091094,ЖЎШ ОТА,9856,Самаркандская область,Кошрабадский район,2,1718216,6,75
2409,203272715,ЮКСАЛИШ,7299,Ферганская область,Алтыарыкский район,2,1730203,11,133
2410,203272690,МАОРИФ,7300,Ферганская область,Алтыарыкский район,2,1730203,11,133
2411,202828250,СОХИБКОР,677,Андижанская область,Булакбашинский район,3,1703210,0,4
2412,202828322,ТИНЧЛИК,678,Андижанская область,Булакбашинский район,3,1703210,0,4
2413,202823084,СОЙБЎЙИ,691,Андижанская область,Булакбашинский район,4,1703210,0,4
2414,202828354,БАЛАНДЧЕК,681,Андижанская область,Булакбашинский район,4,1703210,0,4
2415,202828084,БАРЛОС,682,Андижанская область,Булакбашинский район,4,1703210,0,4
2416,202823052,ЁРБОШИ,684,Андижанская область,Булакбашинский район,4,1703210,0,4
2417,202823069,КЎПРИКБОШИ,686,Андижанская область,Булакбашинский район,4,1703210,0,4
2418,202861465,НЕФТЧИЛАР,687,Андижанская область,Булакбашинский район,4,1703210,0,4
2419,202823044,РАИШ,688,Андижанская область,Булакбашинский район,4,1703210,0,4
2420,204782024,АҚЧА,692,Андижанская область,Жалакудукский район,1,1703211,0,5
2421,203850004,ДОСТОНОБОД,695,Андижанская область,Жалакудукский район,1,1703211,0,5
2422,204016105,ҚОРАҒУЛ,701,Андижанская область,Жалакудукский район,1,1703211,0,5
2423,203650237,ҚОРАЯНТОҚ,702,Андижанская область,Жалакудукский район,1,1703211,0,5
2424,203685683,ГУЛИСТОН,713,Андижанская область,Жалакудукский район,2,1703211,0,5
2425,203660715,ШАРХОНЧЕКИ,723,Андижанская область,Жалакудукский район,2,1703211,0,5
2426,203646991,ТОШХОВУЗ,720,Андижанская область,Жалакудукский район,2,1703211,0,5
2427,202824558,НАЙМАН,7598,Ферганская область,Кувинский район,3,1730218,11,138
2428,202827649,САНОАТЧИЛАР,7590,Ферганская область,Кувинский район,3,1730218,11,138
2429,202975212,ЎРАБОШИ,7592,Ферганская область,Кувинский район,3,1730218,11,138
2430,202824415,СОЙКЕЛДИ,7593,Ферганская область,Кувинский район,3,1730218,11,138
2431,200171455,ИТТИФОҚ,7594,Ферганская область,Кувинский район,3,1730218,11,138
2432,202849984,ТОШКЕНТ,7615,Ферганская область,Кувинский район,4,1730218,11,138
2433,202778354,ЎРТА ҚЎНҒИРОТ,7453,Ферганская область,Бувайдинский район,1,1730212,11,136
2434,207125538,ТАРРАЧИ,7441,Ферганская область,Бувайдинский район,1,1730212,11,136
2435,202778472,ДЕХҚОНОБОД ,7451,Ферганская область,Бувайдинский район,1,1730212,11,136
2436,204081010,АҚТОВ,3159,Навоийская область,Тамдынский район,2,1712244,4,56
2437,204080961,СУКЕТТИ,3160,Навоийская область,Тамдынский район,2,1712244,4,56
2438,204080993,КЕРИЗ,3162,Навоийская область,Тамдынский район,3,1712244,4,56
2439,204080985,ШИЕЛИ,3163,Навоийская область,Тамдынский район,3,1712244,4,56
2440,204080954,АЯҚҚУДУҚ,3164,Навоийская область,Тамдынский район,4,1712244,4,56
2441,202692914,УЗУНҚУДУҚ,3168,Навоийская область,Город Учкудук,1,1712248,4,204
2442,202692898,АЛТИНТОВ,3165,Навоийская область,Город Учкудук,1,1712248,4,204
2443,202692938,КЎКАЯЗ,3172,Навоийская область,Город Учкудук,2,1712248,4,204
2444,202892902,АБАЙ,3169,Навоийская область,Город Учкудук,2,1712248,4,204
2445,202692906,БОЗДУН,3170,Навоийская область,Город Учкудук,2,1712248,4,204
2446,203681665,КАТТА ГУЗАР,9704,Андижанская область,Андижанский район,4,1703203,0,1
2447,202296424,ПИЛЛАКОР,633,Андижанская область,Бустонский район,1,1703209,0,3
2448,202296377,КЎХИНУР,9572,Андижанская область,Бустонский район,1,1703209,0,3
2449,201979555,НУРАФШОН,638,Андижанская область,Бустонский район,2,1703209,0,3
2450,202853174,ЎРТА,455,Андижанская область,Алтынкульский район,2,1703202,0,0
2451,202853103,ТОПТИҚ,454,Андижанская область,Алтынкульский район,2,1703202,0,0
2452,202853159,САФАРОБОД,453,Андижанская область,Алтынкульский район,2,1703202,0,0
2453,202834735,ОҚТЕПА,467,Андижанская область,Алтынкульский район,3,1703202,0,0
2454,202831526,САРОЙ-1,469,Андижанская область,Алтынкульский район,3,1703202,0,0
2455,202831534,САРОЙ-2,470,Андижанская область,Алтынкульский район,3,1703202,0,0
2456,202831486,ИТТИФОҚ,460,Андижанская область,Алтынкульский район,3,1703202,0,0
2457,202834750,КАТТА ОҚТЕПА,461,Андижанская область,Алтынкульский район,3,1703202,0,0
2458,202801056,АМИР ТЕМУР,753,Андижанская область,Избасканский район,1,1703214,0,6
2459,202801071,ЮҚОРИ,780,Андижанская область,Избасканский район,1,1703214,0,6
2460,202779843,ГУРКИРОВ,788,Андижанская область,Избасканский район,2,1703214,0,6
2461,202779724,БЕШТЕРАК,784,Андижанская область,Избасканский район,2,1703214,0,6
2462,202801088,АНОРЗОР,781,Андижанская область,Избасканский район,2,1703214,0,6
2463,202756215,ТОШКЕЧИК,800,Андижанская область,Избасканский район,2,1703214,0,6
2464,202756326,УРГАНЖИ,803,Андижанская область,Избасканский район,2,1703214,0,6
2465,204776711,ЎРТАҚИШЛОҚ,804,Андижанская область,Избасканский район,2,1703214,0,6
